FLOWplateWell,uniqID,OD_well,putida,protegens,grimontii,veronii,CommRich,Date,Day,Incubator,Plate,Heat,Heat_Day,Recov_Day
plate1-C9,24-08-19 Epoch C5,C5,1,0,1,1,3,24-08-19,2,Epoch,1,24,2,NA
plate1-D9,24-08-19 Epoch D5,D5,0,1,1,1,3,24-08-19,2,Epoch,1,24,2,NA
plate1-E9,24-08-19 Epoch E5,E5,1,1,1,1,4,24-08-19,2,Epoch,1,24,2,NA
plate1-F9,24-08-19 Epoch F5,F5,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA
plate1-G9,24-08-19 Epoch G5,G5,0,1,0,1,2,24-08-19,2,Epoch,1,24,2,NA
plate1-H9,24-08-19 Epoch H5,H5,0,0,1,1,2,24-08-19,2,Epoch,1,24,2,NA
plate1-A11,24-08-19 Epoch A6,A6,0,1,1,0,2,24-08-19,2,Epoch,1,24,2,NA
plate1-B11,24-08-19 Epoch B6,B6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA
plate1-C11,24-08-19 Epoch C6,C6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA
plate1-D11,24-08-19 Epoch D6,D6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA
plate1-E11,24-08-19 Epoch E6,E6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA
plate1-F11,24-08-19 Epoch F6,F6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA
plate1-G11,24-08-19 Epoch G6,G6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA
plate1-H11,24-08-19 Epoch H6,H6,1,0,0,0,1,24-08-19,2,Epoch,1,24,2,NA
plate1-A1,24-08-19 Epoch A1,A1,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-B1,24-08-19 Epoch B1,B1,1,0,0,1,2,24-08-19,3,Epoch,1,24,NA,1
plate1-C1,24-08-19 Epoch C1,C1,1,0,1,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-D1,24-08-19 Epoch D1,D1,1,1,0,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-E1,24-08-19 Epoch E1,E1,0,0,0,1,1,24-08-19,3,Epoch,1,24,NA,1
plate1-F1,24-08-19 Epoch F1,F1,0,0,1,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-G1,24-08-19 Epoch G1,G1,0,1,0,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-H1,24-08-19 Epoch H1,H1,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-A3,24-08-19 Epoch A2,A2,1,0,0,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-B3,24-08-19 Epoch B2,B2,0,1,0,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-C3,24-08-19 Epoch C2,C2,0,0,1,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-D3,24-08-19 Epoch D2,D2,0,0,0,1,1,24-08-19,3,Epoch,1,24,NA,1
plate1-E3,24-08-19 Epoch E2,E2,1,1,0,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-F3,24-08-19 Epoch F2,F2,1,0,1,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-G3,24-08-19 Epoch G2,G2,1,0,0,1,2,24-08-19,3,Epoch,1,24,NA,1
plate1-H3,24-08-19 Epoch H2,H2,0,1,1,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-A5,24-08-19 Epoch A3,A3,0,1,0,1,2,24-08-19,3,Epoch,1,24,NA,1
plate1-B5,24-08-19 Epoch B3,B3,0,0,1,1,2,24-08-19,3,Epoch,1,24,NA,1
plate1-C5,24-08-19 Epoch C3,C3,1,1,1,0,3,24-08-19,3,Epoch,1,24,NA,1
plate1-D5,24-08-19 Epoch D3,D3,1,1,0,1,3,24-08-19,3,Epoch,1,24,NA,1
plate1-E5,24-08-19 Epoch E3,E3,1,0,1,1,3,24-08-19,3,Epoch,1,24,NA,1
plate1-F5,24-08-19 Epoch F3,F3,0,1,1,1,3,24-08-19,3,Epoch,1,24,NA,1
plate1-G5,24-08-19 Epoch G3,G3,1,1,1,1,4,24-08-19,3,Epoch,1,24,NA,1
plate1-H5,24-08-19 Epoch H3,H3,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-A7,24-08-19 Epoch A4,A4,0,0,1,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-B7,24-08-19 Epoch B4,B4,0,0,0,1,1,24-08-19,3,Epoch,1,24,NA,1
plate1-C7,24-08-19 Epoch C4,C4,1,1,0,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-D7,24-08-19 Epoch D4,D4,1,0,1,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-E7,24-08-19 Epoch E4,E4,1,0,0,1,2,24-08-19,3,Epoch,1,24,NA,1
plate1-F7,24-08-19 Epoch F4,F4,0,1,1,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-G7,24-08-19 Epoch G4,G4,1,0,0,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-H7,24-08-19 Epoch H4,H4,0,1,0,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-A9,24-08-19 Epoch A5,A5,1,1,1,0,3,24-08-19,3,Epoch,1,24,NA,1
plate1-B9,24-08-19 Epoch B5,B5,1,1,0,1,3,24-08-19,3,Epoch,1,24,NA,1
plate1-C9,24-08-19 Epoch C5,C5,1,0,1,1,3,24-08-19,3,Epoch,1,24,NA,1
plate1-D9,24-08-19 Epoch D5,D5,0,1,1,1,3,24-08-19,3,Epoch,1,24,NA,1
plate1-E9,24-08-19 Epoch E5,E5,1,1,1,1,4,24-08-19,3,Epoch,1,24,NA,1
plate1-F9,24-08-19 Epoch F5,F5,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-G9,24-08-19 Epoch G5,G5,0,1,0,1,2,24-08-19,3,Epoch,1,24,NA,1
plate1-H9,24-08-19 Epoch H5,H5,0,0,1,1,2,24-08-19,3,Epoch,1,24,NA,1
plate1-A11,24-08-19 Epoch A6,A6,0,1,1,0,2,24-08-19,3,Epoch,1,24,NA,1
plate1-B11,24-08-19 Epoch B6,B6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-C11,24-08-19 Epoch C6,C6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-D11,24-08-19 Epoch D6,D6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-E11,24-08-19 Epoch E6,E6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-F11,24-08-19 Epoch F6,F6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-G11,24-08-19 Epoch G6,G6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1
plate1-H11,24-08-19 Epoch H6,H6,1,0,0,0,1,24-08-19,3,Epoch,1,24,NA,1
plate1-A1,24-08-19 Epoch A1,A1,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-B1,24-08-19 Epoch B1,B1,1,0,0,1,2,24-08-19,4,Epoch,1,24,NA,2
plate1-C1,24-08-19 Epoch C1,C1,1,0,1,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-D1,24-08-19 Epoch D1,D1,1,1,0,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-E1,24-08-19 Epoch E1,E1,0,0,0,1,1,24-08-19,4,Epoch,1,24,NA,2
plate1-F1,24-08-19 Epoch F1,F1,0,0,1,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-G1,24-08-19 Epoch G1,G1,0,1,0,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-H1,24-08-19 Epoch H1,H1,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-A3,24-08-19 Epoch A2,A2,1,0,0,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-B3,24-08-19 Epoch B2,B2,0,1,0,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-C3,24-08-19 Epoch C2,C2,0,0,1,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-D3,24-08-19 Epoch D2,D2,0,0,0,1,1,24-08-19,4,Epoch,1,24,NA,2
plate1-E3,24-08-19 Epoch E2,E2,1,1,0,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-F3,24-08-19 Epoch F2,F2,1,0,1,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-G3,24-08-19 Epoch G2,G2,1,0,0,1,2,24-08-19,4,Epoch,1,24,NA,2
plate1-H3,24-08-19 Epoch H2,H2,0,1,1,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-A5,24-08-19 Epoch A3,A3,0,1,0,1,2,24-08-19,4,Epoch,1,24,NA,2
plate1-B5,24-08-19 Epoch B3,B3,0,0,1,1,2,24-08-19,4,Epoch,1,24,NA,2
plate1-C5,24-08-19 Epoch C3,C3,1,1,1,0,3,24-08-19,4,Epoch,1,24,NA,2
plate1-D5,24-08-19 Epoch D3,D3,1,1,0,1,3,24-08-19,4,Epoch,1,24,NA,2
plate1-E5,24-08-19 Epoch E3,E3,1,0,1,1,3,24-08-19,4,Epoch,1,24,NA,2
plate1-F5,24-08-19 Epoch F3,F3,0,1,1,1,3,24-08-19,4,Epoch,1,24,NA,2
plate1-G5,24-08-19 Epoch G3,G3,1,1,1,1,4,24-08-19,4,Epoch,1,24,NA,2
plate1-H5,24-08-19 Epoch H3,H3,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-A7,24-08-19 Epoch A4,A4,0,0,1,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-B7,24-08-19 Epoch B4,B4,0,0,0,1,1,24-08-19,4,Epoch,1,24,NA,2
plate1-C7,24-08-19 Epoch C4,C4,1,1,0,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-D7,24-08-19 Epoch D4,D4,1,0,1,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-E7,24-08-19 Epoch E4,E4,1,0,0,1,2,24-08-19,4,Epoch,1,24,NA,2
plate1-F7,24-08-19 Epoch F4,F4,0,1,1,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-G7,24-08-19 Epoch G4,G4,1,0,0,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-H7,24-08-19 Epoch H4,H4,0,1,0,0,1,24-08-19,4,Epoch,1,24,NA,2
plate1-A9,24-08-19 Epoch A5,A5,1,1,1,0,3,24-08-19,4,Epoch,1,24,NA,2
plate1-B9,24-08-19 Epoch B5,B5,1,1,0,1,3,24-08-19,4,Epoch,1,24,NA,2
plate1-C9,24-08-19 Epoch C5,C5,1,0,1,1,3,24-08-19,4,Epoch,1,24,NA,2
plate1-D9,24-08-19 Epoch D5,D5,0,1,1,1,3,24-08-19,4,Epoch,1,24,NA,2
plate1-E9,24-08-19 Epoch E5,E5,1,1,1,1,4,24-08-19,4,Epoch,1,24,NA,2
plate1-F9,24-08-19 Epoch F5,F5,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-G9,24-08-19 Epoch G5,G5,0,1,0,1,2,24-08-19,4,Epoch,1,24,NA,2
plate1-H9,24-08-19 Epoch H5,H5,0,0,1,1,2,24-08-19,4,Epoch,1,24,NA,2
plate1-A11,24-08-19 Epoch A6,A6,0,1,1,0,2,24-08-19,4,Epoch,1,24,NA,2
plate1-B11,24-08-19 Epoch B6,B6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-C11,24-08-19 Epoch C6,C6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-D11,24-08-19 Epoch D6,D6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-E11,24-08-19 Epoch E6,E6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-F11,24-08-19 Epoch F6,F6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-G11,24-08-19 Epoch G6,G6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2
plate1-H11,24-08-19 Epoch H6,H6,1,0,0,0,1,24-08-19,4,Epoch,1,24,NA,2
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,1,Epoch,2,24,1,NA
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,1,Epoch,2,24,1,NA
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,1,Epoch,2,24,1,NA
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,1,Epoch,2,24,1,NA
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,1,Epoch,2,24,1,NA
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,1,Epoch,2,24,1,NA
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,1,Epoch,2,24,1,NA
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,1,Epoch,2,24,1,NA
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,1,Epoch,2,24,1,NA
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,1,Epoch,2,24,1,NA
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,1,Epoch,2,24,1,NA
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,1,Epoch,2,24,1,NA
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,1,Epoch,2,24,1,NA
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,1,Epoch,2,24,1,NA
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,1,Epoch,2,24,1,NA
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,1,Epoch,2,24,1,NA
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,1,Epoch,2,24,1,NA
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,1,Epoch,2,24,1,NA
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,1,Epoch,2,24,1,NA
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,1,Epoch,2,24,1,NA
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,1,Epoch,2,24,1,NA
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,1,Epoch,2,24,1,NA
plate2-H7,24-08-19 Epoch H10,H10,0,1,1,1,3,24-08-19,1,Epoch,2,24,1,NA
plate2-A9,24-08-19 Epoch A11,A11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-B9,24-08-19 Epoch B11,B11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-C9,24-08-19 Epoch C11,C11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-D9,24-08-19 Epoch D11,D11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-E9,24-08-19 Epoch E11,E11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-F9,24-08-19 Epoch F11,F11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-G9,24-08-19 Epoch G11,G11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-H9,24-08-19 Epoch H11,H11,0,1,0,1,2,24-08-19,1,Epoch,2,24,1,NA
plate2-A11,24-08-19 Epoch A12,A12,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-B11,24-08-19 Epoch B12,B12,1,1,1,1,4,24-08-19,1,Epoch,2,24,1,NA
plate2-C11,24-08-19 Epoch C12,C12,0,1,1,1,3,24-08-19,1,Epoch,2,24,1,NA
plate2-D11,24-08-19 Epoch D12,D12,1,0,1,1,3,24-08-19,1,Epoch,2,24,1,NA
plate2-E11,24-08-19 Epoch E12,E12,1,1,0,1,3,24-08-19,1,Epoch,2,24,1,NA
plate2-F11,24-08-19 Epoch F12,F12,1,1,1,0,3,24-08-19,1,Epoch,2,24,1,NA
plate2-G11,24-08-19 Epoch G12,G12,0,0,1,1,2,24-08-19,1,Epoch,2,24,1,NA
plate2-H11,24-08-19 Epoch H12,H12,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,2,Epoch,2,24,2,NA
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,2,Epoch,2,24,2,NA
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,2,Epoch,2,24,2,NA
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,2,Epoch,2,24,2,NA
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,2,Epoch,2,24,2,NA
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,2,Epoch,2,24,2,NA
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,2,Epoch,2,24,2,NA
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,2,Epoch,2,24,2,NA
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,2,Epoch,2,24,2,NA
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,2,Epoch,2,24,2,NA
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,2,Epoch,2,24,2,NA
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,2,Epoch,2,24,2,NA
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,2,Epoch,2,24,2,NA
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,2,Epoch,2,24,2,NA
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,2,Epoch,2,24,2,NA
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,2,Epoch,2,24,2,NA
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,2,Epoch,2,24,2,NA
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,2,Epoch,2,24,2,NA
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,2,Epoch,2,24,2,NA
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,2,Epoch,2,24,2,NA
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,2,Epoch,2,24,2,NA
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,2,Epoch,2,24,2,NA
plate2-H7,24-08-19 Epoch H10,H10,0,1,1,1,3,24-08-19,2,Epoch,2,24,2,NA
plate2-A9,24-08-19 Epoch A11,A11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-B9,24-08-19 Epoch B11,B11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-C9,24-08-19 Epoch C11,C11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-D9,24-08-19 Epoch D11,D11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-E9,24-08-19 Epoch E11,E11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-F9,24-08-19 Epoch F11,F11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-G9,24-08-19 Epoch G11,G11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-H9,24-08-19 Epoch H11,H11,0,1,0,1,2,24-08-19,2,Epoch,2,24,2,NA
plate2-A11,24-08-19 Epoch A12,A12,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-B11,24-08-19 Epoch B12,B12,1,1,1,1,4,24-08-19,2,Epoch,2,24,2,NA
plate2-C11,24-08-19 Epoch C12,C12,0,1,1,1,3,24-08-19,2,Epoch,2,24,2,NA
plate2-D11,24-08-19 Epoch D12,D12,1,0,1,1,3,24-08-19,2,Epoch,2,24,2,NA
plate2-E11,24-08-19 Epoch E12,E12,1,1,0,1,3,24-08-19,2,Epoch,2,24,2,NA
plate2-F11,24-08-19 Epoch F12,F12,1,1,1,0,3,24-08-19,2,Epoch,2,24,2,NA
plate2-G11,24-08-19 Epoch G12,G12,0,0,1,1,2,24-08-19,2,Epoch,2,24,2,NA
plate2-H11,24-08-19 Epoch H12,H12,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,3,Epoch,2,24,NA,1
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,3,Epoch,2,24,NA,1
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,3,Epoch,2,24,NA,1
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,3,Epoch,2,24,NA,1
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,3,Epoch,2,24,NA,1
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,3,Epoch,2,24,NA,1
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,3,Epoch,2,24,NA,1
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,3,Epoch,2,24,NA,1
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,3,Epoch,2,24,NA,1
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,3,Epoch,2,24,NA,1
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,3,Epoch,2,24,NA,1
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,3,Epoch,2,24,NA,1
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,3,Epoch,2,24,NA,1
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,3,Epoch,2,24,NA,1
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,3,Epoch,2,24,NA,1
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,3,Epoch,2,24,NA,1
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,3,Epoch,2,24,NA,1
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,3,Epoch,2,24,NA,1
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,3,Epoch,2,24,NA,1
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,3,Epoch,2,24,NA,1
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,3,Epoch,2,24,NA,1
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,3,Epoch,2,24,NA,1
plate2-H7,24-08-19 Epoch H10,H10,0,1,1,1,3,24-08-19,3,Epoch,2,24,NA,1
plate2-A9,24-08-19 Epoch A11,A11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-B9,24-08-19 Epoch B11,B11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-C9,24-08-19 Epoch C11,C11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-D9,24-08-19 Epoch D11,D11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-E9,24-08-19 Epoch E11,E11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-F9,24-08-19 Epoch F11,F11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-G9,24-08-19 Epoch G11,G11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-H9,24-08-19 Epoch H11,H11,0,1,0,1,2,24-08-19,3,Epoch,2,24,NA,1
plate2-A11,24-08-19 Epoch A12,A12,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-B11,24-08-19 Epoch B12,B12,1,1,1,1,4,24-08-19,3,Epoch,2,24,NA,1
plate2-C11,24-08-19 Epoch C12,C12,0,1,1,1,3,24-08-19,3,Epoch,2,24,NA,1
plate2-D11,24-08-19 Epoch D12,D12,1,0,1,1,3,24-08-19,3,Epoch,2,24,NA,1
plate2-E11,24-08-19 Epoch E12,E12,1,1,0,1,3,24-08-19,3,Epoch,2,24,NA,1
plate2-F11,24-08-19 Epoch F12,F12,1,1,1,0,3,24-08-19,3,Epoch,2,24,NA,1
plate2-G11,24-08-19 Epoch G12,G12,0,0,1,1,2,24-08-19,3,Epoch,2,24,NA,1
plate2-H11,24-08-19 Epoch H12,H12,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,4,Epoch,2,24,NA,2
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,4,Epoch,2,24,NA,2
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,4,Epoch,2,24,NA,2
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,4,Epoch,2,24,NA,2
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,4,Epoch,2,24,NA,2
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,4,Epoch,2,24,NA,2
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,4,Epoch,2,24,NA,2
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,4,Epoch,2,24,NA,2
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,4,Epoch,2,24,NA,2
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,4,Epoch,2,24,NA,2
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,4,Epoch,2,24,NA,2
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,4,Epoch,2,24,NA,2
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,4,Epoch,2,24,NA,2
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,4,Epoch,2,24,NA,2
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,4,Epoch,2,24,NA,2
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,4,Epoch,2,24,NA,2
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,4,Epoch,2,24,NA,2
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,4,Epoch,2,24,NA,2
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,4,Epoch,2,24,NA,2
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,4,Epoch,2,24,NA,2
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,4,Epoch,2,24,NA,2
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,4,Epoch,2,24,NA,2
