FLOWplateWell,uniqID,OD_well,putida,protegens,grimontii,veronii,CommRich,Date,Day,Incubator,Plate,Heat,Heat_Day,Recov_Day,Count_grimontii,Count_putida,Count_protegens,Count_veronii,Volume
plate1-F3,24-08-19 Epoch F2,F2,1,0,1,0,2,24-08-19,1,Epoch,1,24,1,NA,11,4339,1,0,8
plate1-G3,24-08-19 Epoch G2,G2,1,0,0,1,2,24-08-19,1,Epoch,1,24,1,NA,0,4507,0,33,6
plate1-H3,24-08-19 Epoch H2,H2,0,1,1,0,2,24-08-19,1,Epoch,1,24,1,NA,0,3,6415,0,94
plate1-A5,24-08-19 Epoch A3,A3,0,1,0,1,2,24-08-19,1,Epoch,1,24,1,NA,0,73,3184,1,141
plate1-B5,24-08-19 Epoch B3,B3,0,0,1,1,2,24-08-19,1,Epoch,1,24,1,NA,109,0,3,4759,60
plate1-C5,24-08-19 Epoch C3,C3,1,1,1,0,3,24-08-19,1,Epoch,1,24,1,NA,0,104,520,0,24
plate1-D5,24-08-19 Epoch D3,D3,1,1,0,1,3,24-08-19,1,Epoch,1,24,1,NA,0,24,846,0,31
plate1-E5,24-08-19 Epoch E3,E3,1,0,1,1,3,24-08-19,1,Epoch,1,24,1,NA,2,5313,0,57,6
plate1-F5,24-08-19 Epoch F3,F3,0,1,1,1,3,24-08-19,1,Epoch,1,24,1,NA,0,7,2721,4,104
plate1-G5,24-08-19 Epoch G3,G3,1,1,1,1,4,24-08-19,1,Epoch,1,24,1,NA,0,37,1396,0,29
plate1-H5,24-08-19 Epoch H3,H3,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-A7,24-08-19 Epoch A4,A4,0,0,1,0,1,24-08-19,1,Epoch,1,24,1,NA,1050,0,22,0,93
plate1-B7,24-08-19 Epoch B4,B4,0,0,0,1,1,24-08-19,1,Epoch,1,24,1,NA,0,0,1,1692,6
plate1-C7,24-08-19 Epoch C4,C4,1,1,0,0,2,24-08-19,1,Epoch,1,24,1,NA,0,48,503,0,27
plate1-D7,24-08-19 Epoch D4,D4,1,0,1,0,2,24-08-19,1,Epoch,1,24,1,NA,6,4366,1,0,5
plate1-E7,24-08-19 Epoch E4,E4,1,0,0,1,2,24-08-19,1,Epoch,1,24,1,NA,0,3905,0,76,5
plate1-F7,24-08-19 Epoch F4,F4,0,1,1,0,2,24-08-19,1,Epoch,1,24,1,NA,1,1,3771,0,143
plate1-G7,24-08-19 Epoch G4,G4,1,0,0,0,1,24-08-19,1,Epoch,1,24,1,NA,0,4610,3,0,5
plate1-H7,24-08-19 Epoch H4,H4,0,1,0,0,1,24-08-19,1,Epoch,1,24,1,NA,0,1,4255,0,145
plate1-A9,24-08-19 Epoch A5,A5,1,1,1,0,3,24-08-19,1,Epoch,1,24,1,NA,0,324,913,0,21
plate1-B9,24-08-19 Epoch B5,B5,1,1,0,1,3,24-08-19,1,Epoch,1,24,1,NA,0,70,618,1,27
plate1-C9,24-08-19 Epoch C5,C5,1,0,1,1,3,24-08-19,1,Epoch,1,24,1,NA,12,4637,3,152,9
plate1-D9,24-08-19 Epoch D5,D5,0,1,1,1,3,24-08-19,1,Epoch,1,24,1,NA,0,35,2318,4,114
plate1-E9,24-08-19 Epoch E5,E5,1,1,1,1,4,24-08-19,1,Epoch,1,24,1,NA,0,68,995,1,23
plate1-F9,24-08-19 Epoch F5,F5,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-G9,24-08-19 Epoch G5,G5,0,1,0,1,2,24-08-19,1,Epoch,1,24,1,NA,0,64,5708,10,145
plate1-H9,24-08-19 Epoch H5,H5,0,0,1,1,2,24-08-19,1,Epoch,1,24,1,NA,124,0,7,3892,30
plate1-A11,24-08-19 Epoch A6,A6,0,1,1,0,2,24-08-19,1,Epoch,1,24,1,NA,0,0,2552,0,145
plate1-B11,24-08-19 Epoch B6,B6,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-C11,24-08-19 Epoch C6,C6,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-D11,24-08-19 Epoch D6,D6,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-E11,24-08-19 Epoch E6,E6,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-F11,24-08-19 Epoch F6,F6,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-G11,24-08-19 Epoch G6,G6,0,0,0,0,0,24-08-19,1,Epoch,1,24,1,NA,NA,NA,NA,NA,NA
plate1-H11,24-08-19 Epoch H6,H6,1,0,0,0,1,24-08-19,1,Epoch,1,24,1,NA,0,3765,2,0,10
plate1-A1,24-08-19 Epoch A1,A1,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-B1,24-08-19 Epoch B1,B1,1,0,0,1,2,24-08-19,2,Epoch,1,24,2,NA,0,845,3,45,146
plate1-C1,24-08-19 Epoch C1,C1,1,0,1,0,2,24-08-19,2,Epoch,1,24,2,NA,4,436,3,0,135
plate1-D1,24-08-19 Epoch D1,D1,1,1,0,0,2,24-08-19,2,Epoch,1,24,2,NA,0,0,5757,0,135
plate1-E1,24-08-19 Epoch E1,E1,0,0,0,1,1,24-08-19,2,Epoch,1,24,2,NA,0,0,2,298,96
plate1-F1,24-08-19 Epoch F1,F1,0,0,1,0,1,24-08-19,2,Epoch,1,24,2,NA,33,0,3,0,145
plate1-G1,24-08-19 Epoch G1,G1,0,1,0,0,1,24-08-19,2,Epoch,1,24,2,NA,0,0,8482,0,72
plate1-H1,24-08-19 Epoch H1,H1,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-A3,24-08-19 Epoch A2,A2,1,0,0,0,1,24-08-19,2,Epoch,1,24,2,NA,0,586,0,0,127
plate1-B3,24-08-19 Epoch B2,B2,0,1,0,0,1,24-08-19,2,Epoch,1,24,2,NA,0,0,7884,0,146
plate1-C3,24-08-19 Epoch C2,C2,0,0,1,0,1,24-08-19,2,Epoch,1,24,2,NA,27,1,3,0,145
plate1-D3,24-08-19 Epoch D2,D2,0,0,0,1,1,24-08-19,2,Epoch,1,24,2,NA,0,0,1,311,120
plate1-E3,24-08-19 Epoch E2,E2,1,1,0,0,2,24-08-19,2,Epoch,1,24,2,NA,0,1,4138,0,146
plate1-F3,24-08-19 Epoch F2,F2,1,0,1,0,2,24-08-19,2,Epoch,1,24,2,NA,2,250,1,1,145
plate1-G3,24-08-19 Epoch G2,G2,1,0,0,1,2,24-08-19,2,Epoch,1,24,2,NA,0,222,12,11,145
plate1-H3,24-08-19 Epoch H2,H2,0,1,1,0,2,24-08-19,2,Epoch,1,24,2,NA,0,0,8859,0,78
plate1-A5,24-08-19 Epoch A3,A3,0,1,0,1,2,24-08-19,2,Epoch,1,24,2,NA,0,0,8653,0,88
plate1-B5,24-08-19 Epoch B3,B3,0,0,1,1,2,24-08-19,2,Epoch,1,24,2,NA,11,0,8,663,146
plate1-C5,24-08-19 Epoch C3,C3,1,1,1,0,3,24-08-19,2,Epoch,1,24,2,NA,0,3,3010,0,146
plate1-D5,24-08-19 Epoch D3,D3,1,1,0,1,3,24-08-19,2,Epoch,1,24,2,NA,0,0,3350,0,146
plate1-E5,24-08-19 Epoch E3,E3,1,0,1,1,3,24-08-19,2,Epoch,1,24,2,NA,3,321,0,10,145
plate1-F5,24-08-19 Epoch F3,F3,0,1,1,1,3,24-08-19,2,Epoch,1,24,2,NA,0,0,6607,0,145
plate1-G5,24-08-19 Epoch G3,G3,1,1,1,1,4,24-08-19,2,Epoch,1,24,2,NA,0,0,4363,0,145
plate1-H5,24-08-19 Epoch H3,H3,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-A7,24-08-19 Epoch A4,A4,0,0,1,0,1,24-08-19,2,Epoch,1,24,2,NA,29,0,2,0,146
plate1-B7,24-08-19 Epoch B4,B4,0,0,0,1,1,24-08-19,2,Epoch,1,24,2,NA,0,0,8,987,135
plate1-C7,24-08-19 Epoch C4,C4,1,1,0,0,2,24-08-19,2,Epoch,1,24,2,NA,0,4,2750,0,145
plate1-D7,24-08-19 Epoch D4,D4,1,0,1,0,2,24-08-19,2,Epoch,1,24,2,NA,2,324,2,0,146
plate1-E7,24-08-19 Epoch E4,E4,1,0,0,1,2,24-08-19,2,Epoch,1,24,2,NA,0,613,1,29,146
plate1-F7,24-08-19 Epoch F4,F4,0,1,1,0,2,24-08-19,2,Epoch,1,24,2,NA,0,0,6551,0,146
plate1-G7,24-08-19 Epoch G4,G4,1,0,0,0,1,24-08-19,2,Epoch,1,24,2,NA,0,400,1,0,145
plate1-H7,24-08-19 Epoch H4,H4,0,1,0,0,1,24-08-19,2,Epoch,1,24,2,NA,0,0,8815,0,100
plate1-A9,24-08-19 Epoch A5,A5,1,1,1,0,3,24-08-19,2,Epoch,1,24,2,NA,0,109,5735,0,84
plate1-B9,24-08-19 Epoch B5,B5,1,1,0,1,3,24-08-19,2,Epoch,1,24,2,NA,0,9,2631,0,145
plate1-C9,24-08-19 Epoch C5,C5,1,0,1,1,3,24-08-19,2,Epoch,1,24,2,NA,3,441,2,40,146
plate1-D9,24-08-19 Epoch D5,D5,0,1,1,1,3,24-08-19,2,Epoch,1,24,2,NA,0,0,7411,0,145
plate1-E9,24-08-19 Epoch E5,E5,1,1,1,1,4,24-08-19,2,Epoch,1,24,2,NA,0,2,2851,0,145
plate1-F9,24-08-19 Epoch F5,F5,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-G9,24-08-19 Epoch G5,G5,0,1,0,1,2,24-08-19,2,Epoch,1,24,2,NA,0,0,8557,0,141
plate1-H9,24-08-19 Epoch H5,H5,0,0,1,1,2,24-08-19,2,Epoch,1,24,2,NA,6,0,3,856,145
plate1-A11,24-08-19 Epoch A6,A6,0,1,1,0,2,24-08-19,2,Epoch,1,24,2,NA,0,0,8950,0,82
plate1-B11,24-08-19 Epoch B6,B6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-C11,24-08-19 Epoch C6,C6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-D11,24-08-19 Epoch D6,D6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-E11,24-08-19 Epoch E6,E6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-F11,24-08-19 Epoch F6,F6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-G11,24-08-19 Epoch G6,G6,0,0,0,0,0,24-08-19,2,Epoch,1,24,2,NA,NA,NA,NA,NA,NA
plate1-H11,24-08-19 Epoch H6,H6,1,0,0,0,1,24-08-19,2,Epoch,1,24,2,NA,0,131,4,0,145
plate1-A1,24-08-19 Epoch A1,A1,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-B1,24-08-19 Epoch B1,B1,1,0,0,1,2,24-08-19,3,Epoch,1,24,NA,1,73,6939,1,3,6
plate1-C1,24-08-19 Epoch C1,C1,1,0,1,0,2,24-08-19,3,Epoch,1,24,NA,1,33,5249,6,3,6
plate1-D1,24-08-19 Epoch D1,D1,1,1,0,0,2,24-08-19,3,Epoch,1,24,NA,1,40,10,7708,5,78
plate1-E1,24-08-19 Epoch E1,E1,0,0,0,1,1,24-08-19,3,Epoch,1,24,NA,1,15,4,12,102,145
plate1-F1,24-08-19 Epoch F1,F1,0,0,1,0,1,24-08-19,3,Epoch,1,24,NA,1,144,2,6,4,145
plate1-G1,24-08-19 Epoch G1,G1,0,1,0,0,1,24-08-19,3,Epoch,1,24,NA,1,7,0,8119,8,65
plate1-H1,24-08-19 Epoch H1,H1,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-A3,24-08-19 Epoch A2,A2,1,0,0,0,1,24-08-19,3,Epoch,1,24,NA,1,109,4327,3,4,8
plate1-B3,24-08-19 Epoch B2,B2,0,1,0,0,1,24-08-19,3,Epoch,1,24,NA,1,151,24,7540,20,90
plate1-C3,24-08-19 Epoch C2,C2,0,0,1,0,1,24-08-19,3,Epoch,1,24,NA,1,118,35,14,11,146
plate1-D3,24-08-19 Epoch D2,D2,0,0,0,1,1,24-08-19,3,Epoch,1,24,NA,1,36,2,8,10,146
plate1-E3,24-08-19 Epoch E2,E2,1,1,0,0,2,24-08-19,3,Epoch,1,24,NA,1,23,3,7874,3,77
plate1-F3,24-08-19 Epoch F2,F2,1,0,1,0,2,24-08-19,3,Epoch,1,24,NA,1,4,7325,1,2,7
plate1-G3,24-08-19 Epoch G2,G2,1,0,0,1,2,24-08-19,3,Epoch,1,24,NA,1,3,8467,2,0,4
plate1-H3,24-08-19 Epoch H2,H2,0,1,1,0,2,24-08-19,3,Epoch,1,24,NA,1,3,4,8432,2,46
plate1-A5,24-08-19 Epoch A3,A3,0,1,0,1,2,24-08-19,3,Epoch,1,24,NA,1,282,29,6554,24,96
plate1-B5,24-08-19 Epoch B3,B3,0,0,1,1,2,24-08-19,3,Epoch,1,24,NA,1,781,1,0,8292,9
plate1-C5,24-08-19 Epoch C3,C3,1,1,1,0,3,24-08-19,3,Epoch,1,24,NA,1,55,1,7169,5,87
plate1-D5,24-08-19 Epoch D3,D3,1,1,0,1,3,24-08-19,3,Epoch,1,24,NA,1,44,2,7548,4,78
plate1-E5,24-08-19 Epoch E3,E3,1,0,1,1,3,24-08-19,3,Epoch,1,24,NA,1,13,8288,2,0,7
plate1-F5,24-08-19 Epoch F3,F3,0,1,1,1,3,24-08-19,3,Epoch,1,24,NA,1,10,7,7870,8,88
plate1-G5,24-08-19 Epoch G3,G3,1,1,1,1,4,24-08-19,3,Epoch,1,24,NA,1,8,22,7911,3,66
plate1-H5,24-08-19 Epoch H3,H3,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-A7,24-08-19 Epoch A4,A4,0,0,1,0,1,24-08-19,3,Epoch,1,24,NA,1,3869,5,4,32,145
plate1-B7,24-08-19 Epoch B4,B4,0,0,0,1,1,24-08-19,3,Epoch,1,24,NA,1,97,1,2,29,145
plate1-C7,24-08-19 Epoch C4,C4,1,1,0,0,2,24-08-19,3,Epoch,1,24,NA,1,54,1,6709,6,103
plate1-D7,24-08-19 Epoch D4,D4,1,0,1,0,2,24-08-19,3,Epoch,1,24,NA,1,13,8474,2,0,7
plate1-E7,24-08-19 Epoch E4,E4,1,0,0,1,2,24-08-19,3,Epoch,1,24,NA,1,10,7753,1,1,10
plate1-F7,24-08-19 Epoch F4,F4,0,1,1,0,2,24-08-19,3,Epoch,1,24,NA,1,15,5,7997,2,77
plate1-G7,24-08-19 Epoch G4,G4,1,0,0,0,1,24-08-19,3,Epoch,1,24,NA,1,2,7934,2,1,7
plate1-H7,24-08-19 Epoch H4,H4,0,1,0,0,1,24-08-19,3,Epoch,1,24,NA,1,4,0,8412,0,46
plate1-A9,24-08-19 Epoch A5,A5,1,1,1,0,3,24-08-19,3,Epoch,1,24,NA,1,302,0,6141,23,95
plate1-B9,24-08-19 Epoch B5,B5,1,1,0,1,3,24-08-19,3,Epoch,1,24,NA,1,111,0,6715,13,116
plate1-C9,24-08-19 Epoch C5,C5,1,0,1,1,3,24-08-19,3,Epoch,1,24,NA,1,20,8798,2,0,7
plate1-D9,24-08-19 Epoch D5,D5,0,1,1,1,3,24-08-19,3,Epoch,1,24,NA,1,20,9,7915,6,81
plate1-E9,24-08-19 Epoch E5,E5,1,1,1,1,4,24-08-19,3,Epoch,1,24,NA,1,18,5,7992,5,80
plate1-F9,24-08-19 Epoch F5,F5,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-G9,24-08-19 Epoch G5,G5,0,1,0,1,2,24-08-19,3,Epoch,1,24,NA,1,10,10,8396,1,60
plate1-H9,24-08-19 Epoch H5,H5,0,0,1,1,2,24-08-19,3,Epoch,1,24,NA,1,1114,1,22,2405,146
plate1-A11,24-08-19 Epoch A6,A6,0,1,1,0,2,24-08-19,3,Epoch,1,24,NA,1,275,0,6320,35,118
plate1-B11,24-08-19 Epoch B6,B6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-C11,24-08-19 Epoch C6,C6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-D11,24-08-19 Epoch D6,D6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-E11,24-08-19 Epoch E6,E6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-F11,24-08-19 Epoch F6,F6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-G11,24-08-19 Epoch G6,G6,0,0,0,0,0,24-08-19,3,Epoch,1,24,NA,1,NA,NA,NA,NA,NA
plate1-H11,24-08-19 Epoch H6,H6,1,0,0,0,1,24-08-19,3,Epoch,1,24,NA,1,3,7894,0,0,7
plate1-A1,24-08-19 Epoch A1,A1,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-B1,24-08-19 Epoch B1,B1,1,0,0,1,2,24-08-19,4,Epoch,1,24,NA,2,4,8272,3,0,8
plate1-C1,24-08-19 Epoch C1,C1,1,0,1,0,2,24-08-19,4,Epoch,1,24,NA,2,2,8342,2,0,7
plate1-D1,24-08-19 Epoch D1,D1,1,1,0,0,2,24-08-19,4,Epoch,1,24,NA,2,11,42,8590,0,81
plate1-E1,24-08-19 Epoch E1,E1,0,0,0,1,1,24-08-19,4,Epoch,1,24,NA,2,0,0,3,9590,6
plate1-F1,24-08-19 Epoch F1,F1,0,0,1,0,1,24-08-19,4,Epoch,1,24,NA,2,9757,0,1,0,16
plate1-G1,24-08-19 Epoch G1,G1,0,1,0,0,1,24-08-19,4,Epoch,1,24,NA,2,4,7,6086,1,101
plate1-H1,24-08-19 Epoch H1,H1,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-A3,24-08-19 Epoch A2,A2,1,0,0,0,1,24-08-19,4,Epoch,1,24,NA,2,0,8684,2,0,5
plate1-B3,24-08-19 Epoch B2,B2,0,1,0,0,1,24-08-19,4,Epoch,1,24,NA,2,46,31,8786,0,69
plate1-C3,24-08-19 Epoch C2,C2,0,0,1,0,1,24-08-19,4,Epoch,1,24,NA,2,9467,8,2,0,18
plate1-D3,24-08-19 Epoch D2,D2,0,0,0,1,1,24-08-19,4,Epoch,1,24,NA,2,15,11,23,1,146
plate1-E3,24-08-19 Epoch E2,E2,1,1,0,0,2,24-08-19,4,Epoch,1,24,NA,2,3,3,5459,4,145
plate1-F3,24-08-19 Epoch F2,F2,1,0,1,0,2,24-08-19,4,Epoch,1,24,NA,2,5,8712,0,0,9
plate1-G3,24-08-19 Epoch G2,G2,1,0,0,1,2,24-08-19,4,Epoch,1,24,NA,2,0,9185,2,0,7
plate1-H3,24-08-19 Epoch H2,H2,0,1,1,0,2,24-08-19,4,Epoch,1,24,NA,2,1,25,7267,0,141
plate1-A5,24-08-19 Epoch A3,A3,0,1,0,1,2,24-08-19,4,Epoch,1,24,NA,2,0,54,9015,0,53
plate1-B5,24-08-19 Epoch B3,B3,0,0,1,1,2,24-08-19,4,Epoch,1,24,NA,2,1123,0,1,7021,4
plate1-C5,24-08-19 Epoch C3,C3,1,1,1,0,3,24-08-19,4,Epoch,1,24,NA,2,34,13,8618,0,99
plate1-D5,24-08-19 Epoch D3,D3,1,1,0,1,3,24-08-19,4,Epoch,1,24,NA,2,13,0,8168,0,101
plate1-E5,24-08-19 Epoch E3,E3,1,0,1,1,3,24-08-19,4,Epoch,1,24,NA,2,0,9187,0,0,5
plate1-F5,24-08-19 Epoch F3,F3,0,1,1,1,3,24-08-19,4,Epoch,1,24,NA,2,14,75,7189,0,127
plate1-G5,24-08-19 Epoch G3,G3,1,1,1,1,4,24-08-19,4,Epoch,1,24,NA,2,2,206,5199,0,146
plate1-H5,24-08-19 Epoch H3,H3,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-A7,24-08-19 Epoch A4,A4,0,0,1,0,1,24-08-19,4,Epoch,1,24,NA,2,9639,2,1,0,17
plate1-B7,24-08-19 Epoch B4,B4,0,0,0,1,1,24-08-19,4,Epoch,1,24,NA,2,47,60,9,46,145
plate1-C7,24-08-19 Epoch C4,C4,1,1,0,0,2,24-08-19,4,Epoch,1,24,NA,2,42,2,8387,0,105
plate1-D7,24-08-19 Epoch D4,D4,1,0,1,0,2,24-08-19,4,Epoch,1,24,NA,2,1,9223,1,0,5
plate1-E7,24-08-19 Epoch E4,E4,1,0,0,1,2,24-08-19,4,Epoch,1,24,NA,2,1,9234,1,0,5
plate1-F7,24-08-19 Epoch F4,F4,0,1,1,0,2,24-08-19,4,Epoch,1,24,NA,2,6,14,5327,0,145
plate1-G7,24-08-19 Epoch G4,G4,1,0,0,0,1,24-08-19,4,Epoch,1,24,NA,2,1,9072,1,0,8
plate1-H7,24-08-19 Epoch H4,H4,0,1,0,0,1,24-08-19,4,Epoch,1,24,NA,2,3,9,5865,0,145
plate1-A9,24-08-19 Epoch A5,A5,1,1,1,0,3,24-08-19,4,Epoch,1,24,NA,2,65,3,8550,0,38
plate1-B9,24-08-19 Epoch B5,B5,1,1,0,1,3,24-08-19,4,Epoch,1,24,NA,2,31,1,9003,1,65
plate1-C9,24-08-19 Epoch C5,C5,1,0,1,1,3,24-08-19,4,Epoch,1,24,NA,2,2,8862,3,0,10
plate1-D9,24-08-19 Epoch D5,D5,0,1,1,1,3,24-08-19,4,Epoch,1,24,NA,2,10,46,8088,0,104
plate1-E9,24-08-19 Epoch E5,E5,1,1,1,1,4,24-08-19,4,Epoch,1,24,NA,2,8,167,5956,0,146
plate1-F9,24-08-19 Epoch F5,F5,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-G9,24-08-19 Epoch G5,G5,0,1,0,1,2,24-08-19,4,Epoch,1,24,NA,2,1,191,6419,0,146
plate1-H9,24-08-19 Epoch H5,H5,0,0,1,1,2,24-08-19,4,Epoch,1,24,NA,2,2942,0,2,4944,11
plate1-A11,24-08-19 Epoch A6,A6,0,1,1,0,2,24-08-19,4,Epoch,1,24,NA,2,60,0,8723,0,45
plate1-B11,24-08-19 Epoch B6,B6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-C11,24-08-19 Epoch C6,C6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-D11,24-08-19 Epoch D6,D6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-E11,24-08-19 Epoch E6,E6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-F11,24-08-19 Epoch F6,F6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-G11,24-08-19 Epoch G6,G6,0,0,0,0,0,24-08-19,4,Epoch,1,24,NA,2,NA,NA,NA,NA,NA
plate1-H11,24-08-19 Epoch H6,H6,1,0,0,0,1,24-08-19,4,Epoch,1,24,NA,2,2,8799,1,0,15
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,1,Epoch,2,24,1,NA,0,13,4729,0,21
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,1,Epoch,2,24,1,NA,5,5119,1,0,11
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,1,Epoch,2,24,1,NA,0,4600,2,62,5
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,1,Epoch,2,24,1,NA,0,0,8454,0,42
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,1,Epoch,2,24,1,NA,0,4029,1,0,10
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,1,Epoch,2,24,1,NA,0,1,9162,0,53
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,1,Epoch,2,24,1,NA,1284,0,13,0,74
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,1,Epoch,2,24,1,NA,0,0,2,2326,6
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,1,Epoch,2,24,1,NA,0,4122,4,620,15
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,1,Epoch,2,24,1,NA,0,0,7658,0,56
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,1,Epoch,2,24,1,NA,0,5279,2,0,5
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,1,Epoch,2,24,1,NA,0,0,7795,0,87
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,1,Epoch,2,24,1,NA,506,0,7,0,70
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,1,Epoch,2,24,1,NA,0,0,2,2310,6
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,1,Epoch,2,24,1,NA,0,11,4109,0,12
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,1,Epoch,2,24,1,NA,6,6483,0,0,8
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,1,Epoch,2,24,1,NA,0,16,6148,3,12
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,1,Epoch,2,24,1,NA,0,16,7597,7,81
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,1,Epoch,2,24,1,NA,203,0,6,5063,18
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,1,Epoch,2,24,1,NA,0,18,3441,0,14
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,1,Epoch,2,24,1,NA,0,4,4181,0,14
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,1,Epoch,2,24,1,NA,9,6210,2,125,9
plate2-H7,24-08-19 Epoch H10,H10,0,1,1,1,3,24-08-19,1,Epoch,2,24,1,NA,0,4,8468,1,29
plate2-A9,24-08-19 Epoch A11,A11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-B9,24-08-19 Epoch B11,B11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-C9,24-08-19 Epoch C11,C11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-D9,24-08-19 Epoch D11,D11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-E9,24-08-19 Epoch E11,E11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
